"email","first_name","last_name","company","city","country"
"mario.petkovic@zgh.hr","","","Ustanova za zdravstvenu njegu u kući ZDENKA PETKOVIĆ","MARIJA BISTRICA","Hrvatska"
"dmajan2@gmail.com","","","Ustanova za zdravstvenu njegu MAJANOVIĆ","REŠETARI","Hrvatska"
"tatjana.kristofic@gmail.com","","","OBITELJSKI DOM LIBER","SRAČINEC","Hrvatska"
"dommihek@gmail.com","","","DOM ZA ODRASLE OSOBE MIHEK","ŠIBENIK","Hrvatska"
"voditelj.oborovo@caritassisak.hr","","","CARITAS SISAČKE BISKUPIJE","OBOROVO","Hrvatska"
"dompribic@gmail.com","","","Dom socijalne skrbi za starije i nemoćne osobe Pribić","PRIBIĆ CRKVENI","Hrvatska"
"melita.fabris@gmail.com","","","KALID društvo za trgovinu i usluge s ograničenom odgovornošću","KRINGA","Hrvatska"
"ivan.peti55@gmail.com","","","DOM PETI jednostavno društvo s ograničenom odgovornošću za socijalnu skrb, smještaj, trgovinu i usluge","KOPRIVNICA","Hrvatska"
"info@centar-nada.hr","","","Centar za rehabilitaciju NADA","KARLOVAC","Hrvatska"
"domjezdovec@gmail.com","","","Dom za starije osobe 'JEŽDOVEC'","JEŽDOVEC","Hrvatska"
"ravnatelj@dom-matija.hr","","","DOM ZA STARIJE I NEMOĆNE OSOBE MATIJA","BABINEC","Hrvatska"
"adm.referent@dom-alfredo-stiglic.hr","","","DOM ZA STARIJE OSOBE ALFREDO ŠTIGLIĆ, PULA - CASA PER ANZIANI ALFREDO ŠTIGLIĆ POLA","PULA-POLA","Hrvatska"
"benkodino@yahoo.com","","","BEN d.o.o. za ugostiteljstvo, trgovinu i usluge","VARAŽDIN","Hrvatska"
"svetaanadom5@gmail.com","","","TEDI, obrt za smještaj starijih i nemoćnih osoba, vl. Leo Plecić, Bibinje, Ulica 4. Brigade HV 1","BIBINJE","Hrvatska"
"karijere@florence.hr","","","Dom za smještaj starijih i nemoćnih osoba UGODNI KUTAK","SOLIN","Hrvatska"
"ivangojevic0109@gmail.com","","","Obiteljski dom za starije i nemoćne osobe Oaza mira","KAŠTEL GOMILICA","Hrvatska"
