"email","first_name","last_name","company","city","country"
"info@seniorcare.hr","","","Dom za starije i teško bolesne odrasle osobe Senior Care","KRIŽEVCI","Hrvatska"
"ivana.bajnrauh@gmail.com","","","OBITELJSKI DOM NIKOLA BAJNRAUH","KARLOVAC","Hrvatska"
"ivana.bajnrauh@gmail.com","","","OBITELJSKI DOM IVANA","KARLOVAC","Hrvatska"
"dom.maestral@ddmaestral.hr","","","Centar za pružanje usluga u zajednici Maestral","SPLIT","Hrvatska"
"1700anst@gmail.com","","","'ANST 1700'","SPLIT","Hrvatska"
"info@uosismz.hr","","","UDRUGA OSOBA S INVALIDITETOM SISAČKO-MOSLAVAČKE ŽUPANIJE","PETRINJA","Hrvatska"
"erp.angerona@gmail.com","","","ANGERONA društvo s ograničenom odgovornošću za edukacijsku rehabilitaciju","ČAKOVEC","Hrvatska"
"staver@veterinarska.hr","","","VETERINARSKA STANICA D.O.O.","RIJEKA","Hrvatska"
"pisarnica@medri.uniri.hr","","","SVEUČILIŠTE U RIJECI MEDICINSKI FAKULTET","RIJEKA","Hrvatska"
"ekostandard@ekostandard.hr","","","EKO STANDARD društvo s ograničenom odgovornošću za sanitarnu zaštitu","ZAGREB","Hrvatska"
